resume_text,job_description,match_score,matched_skills,missing_skills,fit_category
"Rahul is a Cloud Engineer professional based in Mumbai with 7 years of experience. Education: B.Sc. in Computer Science. Skills include Python, Networking, Docker, Azure, CI/CD, Git, Kubernetes, AWS. Experience includes manage cloud infrastructure, configure containerized services.","We are hiring a Cloud Engineer. Required skills: Networking, Python, AWS, Git, Kubernetes, Docker, CI/CD, Linux. Responsibilities include manage cloud infrastructure, automate deployments, configure containerized services. The role requires approximately 4+ years of relevant experience.",87,"Networking, Python, AWS, Git, Kubernetes, Docker, CI/CD",Linux,Good Fit
"Rohit is a Python Developer professional based in Mysuru with 4 years of experience. Education: B.E. in Information Technology. Skills include Git, FastAPI, Docker, REST API, Unit Testing. Experience includes integrate databases, design REST APIs.","We are hiring a Python Developer. Required skills: Flask, Unit Testing, PostgreSQL, Git, Docker. Responsibilities include write Python code, integrate databases, design REST APIs. The role requires approximately 2+ years of relevant experience.",68,"Unit Testing, Git, Docker","Flask, PostgreSQL",Potential Fit
"Ananya is a ML Engineer professional based in Ahmedabad with 0 years of experience. Education: B.E. in Information Technology. Skills include Docker, Python, AWS, PyTorch, Machine Learning, TensorFlow. Experience includes deploy models as APIs, monitor model performance.","We are hiring a ML Engineer. Required skills: SQL, Docker, AWS, Scikit-learn, Python, Machine Learning, TensorFlow, Git. Responsibilities include deploy models as APIs, monitor model performance, prepare training data. The role requires approximately 3+ years of relevant experience.",49,"Docker, AWS, Python, Machine Learning, TensorFlow","SQL, Scikit-learn, Git",No Fit
"Kiran is a Data Scientist professional based in Pune with 8 years of experience. Education: B.E. in Information Technology. Skills include SQL, NumPy, Scikit-learn, Statistics, Machine Learning, TensorFlow, Power BI, Python, Matplotlib. Experience includes perform statistical analysis, build predictive models.","We are hiring a Data Scientist. Required skills: SQL, Statistics, Scikit-learn, Machine Learning, NumPy, Power BI. Responsibilities include clean and analyze datasets, build predictive models, create data visualizations. The role requires approximately 1+ years of relevant experience.",100,"SQL, Statistics, Scikit-learn, Machine Learning, NumPy, Power BI",None,Good Fit
"Kiran is a Cloud Engineer professional based in Bengaluru with 4 years of experience. Education: M.Sc. in Data Science. Skills include Terraform, Docker, Python, AWS, Networking, Azure, Kubernetes, Linux, Git. Experience includes monitor systems, manage cloud infrastructure.","We are hiring a Cloud Engineer. Required skills: Kubernetes, Azure, Linux, AWS, CI/CD. Responsibilities include automate deployments, manage cloud infrastructure, monitor systems. The role requires approximately 0+ years of relevant experience.",83,"Kubernetes, Azure, Linux, AWS",CI/CD,Good Fit
"Rahul is a Python Developer professional based in Ahmedabad with 0 years of experience. Education: MCA. Skills include Python, Unit Testing, Flask, REST API. Experience includes develop backend services, write Python code.","We are hiring a Python Developer. Required skills: Git, REST API, Python, SQL, PostgreSQL, Flask, Docker, Unit Testing. Responsibilities include write Python code, design REST APIs, integrate databases. The role requires approximately 4+ years of relevant experience.",42,"REST API, Python, Flask, Unit Testing","Git, SQL, PostgreSQL, Docker",No Fit
"Kavya is a Full Stack Developer professional based in Bengaluru with 6 years of experience. Education: MCA. Skills include Python, Docker, SQL, HTML, CSS, Node.js, Git. Experience includes create backend APIs, integrate databases.","We are hiring a Full Stack Developer. Required skills: Node.js, SQL, Docker, HTML, React, REST API. Responsibilities include develop frontend components, integrate databases, create backend APIs. The role requires approximately 0+ years of relevant experience.",75,"Node.js, SQL, Docker, HTML","React, REST API",Good Fit
"Neha is a Full Stack Developer professional based in Mumbai with 1 years of experience. Education: M.Sc. in Data Science. Skills include Node.js, REST API, JavaScript, Git. Experience includes integrate databases, build responsive web applications.","We are hiring a Full Stack Developer. Required skills: React, Git, Docker, JavaScript, REST API, HTML. Responsibilities include integrate databases, build responsive web applications, create backend APIs. The role requires approximately 1+ years of relevant experience.",59,"Git, JavaScript, REST API","React, Docker, HTML",Potential Fit
"Arjun is a Data Analyst professional based in Noida with 7 years of experience. Education: B.E. in Information Technology. Skills include Statistics, Tableau, Python. Experience includes analyze business data, identify trends.","We are hiring a Data Analyst. Required skills: Statistics, Pandas, SQL, Data Visualization, Python. Responsibilities include write SQL queries, analyze business data, identify trends. The role requires approximately 1+ years of relevant experience.",54,"Statistics, Python","Pandas, SQL, Data Visualization",Potential Fit
"Vikram is a Full Stack Developer professional based in Chennai with 2 years of experience. Education: M.Sc. in Data Science. Skills include SQL, Docker, CSS. Experience includes build responsive web applications, create backend APIs.","We are hiring a Full Stack Developer. Required skills: SQL, Node.js, HTML, Docker, Python, Git, REST API, CSS. Responsibilities include build responsive web applications, create backend APIs, develop frontend components. The role requires approximately 1+ years of relevant experience.",49,"SQL, Docker, CSS","Node.js, HTML, Python, Git, REST API",No Fit
"Neha is a Data Analyst professional based in Hyderabad with 3 years of experience. Education: M.Tech in Artificial Intelligence. Skills include SQL, Python. Experience includes write SQL queries, build dashboards.","We are hiring a Data Analyst. Required skills: Data Visualization, Pandas, Matplotlib, Statistics, Python. Responsibilities include write SQL queries, identify trends, build dashboards. The role requires approximately 3+ years of relevant experience.",34,Python,"Data Visualization, Pandas, Matplotlib, Statistics",No Fit
"Nikhil is a Full Stack Developer professional based in Chennai with 5 years of experience. Education: B.Sc. in Computer Science. Skills include Git, Python, React, JavaScript, CSS, REST API. Experience includes integrate databases, develop frontend components.","We are hiring a Full Stack Developer. Required skills: REST API, Node.js, Git, Python, HTML, SQL, React. Responsibilities include integrate databases, build responsive web applications, create backend APIs. The role requires approximately 5+ years of relevant experience.",63,"REST API, Git, Python, React","Node.js, HTML, SQL",Potential Fit
"Ishita is a Cloud Engineer professional based in Bengaluru with 6 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Terraform, AWS, Kubernetes, Git, Docker, CI/CD, Linux. Experience includes monitor systems, configure containerized services.","We are hiring a Cloud Engineer. Required skills: Docker, AWS, Python, Git, Networking, Kubernetes, Terraform, CI/CD. Responsibilities include monitor systems, configure containerized services, manage cloud infrastructure. The role requires approximately 0+ years of relevant experience.",78,"Docker, AWS, Git, Kubernetes, Terraform, CI/CD","Python, Networking",Good Fit
"Kavya is a Python Developer professional based in Pune with 0 years of experience. Education: B.Tech in Computer Science. Skills include Git, PostgreSQL, SQL, Unit Testing, Flask, Docker, REST API. Experience includes integrate databases, design REST APIs.","We are hiring a Python Developer. Required skills: Git, Docker, Python, REST API, PostgreSQL. Responsibilities include write Python code, develop backend services, design REST APIs. The role requires approximately 3+ years of relevant experience.",63,"Git, Docker, REST API, PostgreSQL",Python,Potential Fit
"Sneha is a AI Engineer professional based in Pune with 6 years of experience. Education: MCA. Skills include Python, Scikit-learn, Deep Learning, PyTorch, FastAPI, Git, TensorFlow, Computer Vision. Experience includes process unstructured data, train deep learning models.","We are hiring a AI Engineer. Required skills: Scikit-learn, Computer Vision, NLP, Transformers, TensorFlow, Git, Python, FastAPI. Responsibilities include train deep learning models, develop AI solutions, deploy inference services. The role requires approximately 1+ years of relevant experience.",80,"Scikit-learn, Computer Vision, TensorFlow, Git, Python, FastAPI","NLP, Transformers",Good Fit
"Neha is a AI Engineer professional based in Bengaluru with 0 years of experience. Education: M.Tech in Artificial Intelligence. Skills include Computer Vision, Scikit-learn, Transformers, PyTorch, NLP. Experience includes develop AI solutions, deploy inference services.","We are hiring a AI Engineer. Required skills: Computer Vision, Transformers, TensorFlow, Python, PyTorch, NLP, Deep Learning. Responsibilities include deploy inference services, process unstructured data, develop AI solutions. The role requires approximately 4+ years of relevant experience.",49,"Computer Vision, Transformers, PyTorch, NLP","TensorFlow, Python, Deep Learning",No Fit
